data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
13/11/2014;28/10/2015;11;Feminino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Refugiado;Não informado;Não informado;Reinserção no mercado de trabalho
16/08/2015;28/10/2015;2;Masculino;40 a 49 anos;Angola;República;centro;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
05/05/2015;04/11/2015;5;Feminino;40 a 49 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
16/08/2014;04/11/2015;14;Masculino;18 a 29 anos;Angola;Penha;leste;Aluguel ou pensão;Não informado;Preta;Ensino superior incompleto;Visto temporário;Não informado;Não informado;Serviços de assistência social
28/10/2015;12/11/2015;0;Masculino;18 a 29 anos;Angola;Pinheiros;oeste;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
25/09/2015;13/11/2015;1;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Visto temporário;Não informado;Não informado;Reinserção no mercado de trabalho
02/11/2009;16/11/2015;72;Masculino;18 a 29 anos;Angola;Pirituba;norte;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
22/05/2015;18/11/2015;5;Feminino;30 a 39 anos;Angola;Vila Matilde;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
17/11/2015;25/11/2015;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
27/09/2015;25/11/2015;1;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Documentos
18/11/2015;26/11/2015;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
18/11/2015;26/11/2015;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Documentos
28/10/2015;27/11/2015;0;Masculino;40 a 49 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
20/07/2015;27/11/2015;4;Feminino;30 a 39 anos;Angola;Penha;leste;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
08/11/2015;27/11/2015;0;Feminino;40 a 49 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Documentos
27/11/2015;07/12/2015;0;Masculino;30 a 39 anos;Angola;Brás;leste;Centro de Acolhida;Não informado;Preta;Não frequentou escola;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
02/12/2015;07/12/2015;0;Masculino;18 a 29 anos;Angola;Pari;leste;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/11/2015;08/12/2015;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
05/12/2015;15/12/2015;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
06/12/2015;15/12/2015;0;Masculino;18 a 29 anos;Angola;Campo Grande;sul;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
06/12/2015;15/12/2015;0;Masculino;18 a 29 anos;Angola;Barra Funda;oeste;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
06/12/2015;15/12/2015;0;Feminino;50 a 59 anos;Angola;Brás;leste;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
26/11/2015;17/12/2015;0;Feminino;18 a 29 anos;Angola;Itaquera;leste;Aluguel ou pensão;Não informado;Preta;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
13/01/2016;02/01/2016;Incongruencia;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
23/11/2015;04/01/2016;1;Feminino;18 a 29 anos;Angola;Penha;leste;Casa de parente ou amigo;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
22/11/2015;04/01/2016;1;Feminino;12 a 17 anos;Angola;Penha;leste;Casa de parente ou amigo;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
19/12/2015;05/01/2016;0;Masculino;40 a 49 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
27/12/2015;06/01/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
29/12/2015;08/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
05/01/2016;08/01/2016;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino fundamental completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
27/12/2016;11/01/2016;Incongruencia;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Não frequentou escola;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
24/08/2015;11/01/2016;4;Feminino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
08/01/2016;11/01/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
06/01/2016;12/01/2016;0;Masculino;30 a 39 anos;Angola;Pari;leste;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
25/12/2015;12/01/2016;0;Feminino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
25/12/2015;12/01/2016;0;Feminino;12 a 17 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
06/01/2016;12/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
29/12/2015;12/01/2016;0;Feminino;30 a 39 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Documentos
09/01/2016;12/01/2016;0;Feminino;30 a 39 anos;Angola;Brás;leste;Sem moradia;Não informado;Preta;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
31/12/2015;12/01/2016;0;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Reinserção no mercado de trabalho
28/12/2015;12/01/2016;0;Feminino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Não frequentou escola;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
05/01/2016;12/01/2016;0;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
05/01/2016;12/01/2016;0;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Não frequentou escola;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
10/10/2015;12/01/2016;3;Masculino;30 a 39 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Moradia
07/01/2016;13/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Não informado;Não informado;Preta;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
08/01/2016;13/01/2016;0;Masculino;18 a 29 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Não frequentou escola;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
02/01/2016;13/01/2016;0;Masculino;18 a 29 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
26/12/2015;13/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
15/01/2016;18/01/2016;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
13/01/2016;18/01/2016;0;Masculino;18 a 29 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
16/01/2016;19/01/2016;0;Masculino;40 a 49 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
16/01/2016;19/01/2016;0;Feminino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
09/01/2016;19/01/2016;0;Feminino;30 a 39 anos;Angola;Pari;leste;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
15/12/2015;19/01/2016;1;Feminino;18 a 29 anos;Angola;Vila Mariana;sul;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
06/01/2016;19/01/2016;0;Feminino;18 a 29 anos;Angola;Vila Mariana;sul;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
13/01/2016;19/01/2016;0;Masculino;30 a 39 anos;Angola;Brás;leste;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
29/07/2015;19/01/2016;5;Feminino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Serviços de assistência social
18/01/2016;20/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
19/01/2016;20/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Igreja ou Instituição religiosa;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
22/01/2016;21/01/2016;Incongruencia;Masculino;18 a 29 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Não informado
15/01/2016;21/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/01/2016;21/01/2016;0;Feminino;30 a 39 anos;Angola;Guaianases;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/01/2016;21/01/2016;0;Feminino;30 a 39 anos;Angola;República;centro;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
18/01/2016;21/01/2016;0;Feminino;30 a 39 anos;Angola;República;centro;Ocupação;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
03/12/2015;21/01/2016;1;Feminino;30 a 39 anos;Angola;São Miguel;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
20/01/2016;22/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
22/01/2016;26/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Não informado
25/01/2016;26/01/2016;0;Feminino;30 a 39 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Não informado
21/01/2016;27/01/2016;0;Feminino;18 a 29 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
19/01/2016;27/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Não informado
23/01/2016;27/01/2016;0;Masculino;30 a 39 anos;Angola;Liberdade;centro;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Não informado
21/01/2016;27/01/2016;0;Feminino;30 a 39 anos;Angola;Sé;centro;Sem moradia;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Não informado;Não informado;Não informado
26/12/2015;27/01/2016;1;Feminino;18 a 29 anos;Angola;Penha;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
06/01/2016;28/01/2016;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
16/01/2016;28/01/2016;0;Masculino;30 a 39 anos;Angola;Casa Verde;norte;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Não informado
27/01/2016;28/01/2016;0;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Sem moradia;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Não informado
